Name ,Cusine,Date,Quote,Review Detail,Rating
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed March 13, 2018 ",Not to be missed by Bar B Que Lovers,"Went their first time and ended dinning every other day until i left Kathmandu ! excellent variety of Bar B Que, the best item is Malai Kebab",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed June 9, 2022 ","Bad experience, only good thing for this place is location","Liked · Good location in Thamel, easy to find this place, taxi can park in front of the hotel
Free wifi

Disliked · 
first, the floor of the room is not clean, I think so much of dust on the floor

second, there had some...problems with the toilet. The staff at hotel came and then disappeared?! I have to told him twice?! then he told that he could not fix this and he let us using toilet in the opposite room. BUT in the morning, we found someone using this room and also bathroom in the night... so bad impression!

third, the price when I booked the room was $19.5, but when I checked out I was charged 20$ even my room had problems (other hotels may change in NPR, I asked the staff and he said - sorry for that?!?)

No air conditioner but the weather is OK, so I have no problem with this issueMore",1
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed August 2, 2018 ",A great start to our trip.,"We stayed at Pilgrims rest guest house for a couple of days at the start and end of our trip. It is a little oasis of calm in the centre of Thamel. 
The Garden is a great place for relaxing and planning the next stage...of your journey, and the food is good quality and reasonably priced.
The staff were all very friendly helpful and accommodating.I would not hesitate to recommend this place to any other travellers. I will certainly be back.More",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed July 25, 2018 ",Ms,We loved our stay at Pilgrims Guest House and loved the private oasis of the restaurant. Sonny was great and his staff gave helpful friendly service and good food . Such a fun social atmosphere,5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed July 7, 2018 ",Peaceful Place + Awesome Staff,"I stayed for nearly two weeks at the Pilgrim's Guesthouse so I had a lot of contact with the Restaurant aswell. The Place made up out of a terrace with a lot of plants so feels like kind of a garden is very peaceful, quit...and lovely just in the middle of Thamel. And it's not easy to find a place like that in the middle of KTM. Perfect Place for having a good time by yourself, reading a book or doing some work by having a good coffee or tea. There's a huge variety in the menu. Food is ok, depends a bit on what you choose but this is also very personal. Nepali Thali is awesome. The staff is very lovely and helpful.More",4
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed June 26, 2018 ",CHILLED OUT,"nicely set up , great food and friendly and helpful staff . location is pretty good as well and sunny is a great host and very helpful , will definitely visit again.",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed June 11, 2018 ",Marvelous,"Really good food and really Kindly welcome.
Thé staff is so cute , the garden is really Nice and peaceful.
I just love this place ! Thank toi !",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed June 11, 2018 ",Wonderful hotel with amenities,Excellent hotel at Thamel marg..Excellent staffs... Mind blowing restaurant with bar...& much more...More,5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed June 11, 2018 ",Lovely little spot of tranquility in the chaos of Thamel!,"Great staff, pleasant atmosphere, top quality service. Food is similar quality and price to most places in the area. It's a really calm and peaceful spot which is very welcome amongst the hustle and bustle of ThamelMore",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed May 24, 2018 ",Feels like home...,"We were 11 days in the hostel and had a lot of meals ( breakfast, lunch and dinner) at Pilgrims Garden Restaurant. The food and drinks were delicious with a fair price. It's a great place to meet other travellers and drink a beer in...the garden. Sunny is a very nice and friendly host, he will make your stay at the hostel with the food complete. After such a long time in Kathmandu it feels like home. If we ever come back, we definitely go to the Pilgrims garden Restaurant. Thank you so much for your hospitality, Sunny!!More",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed May 13, 2018 ","Cozy, friendly, and great atmosophere","Clean cozy rooms. Centrally located. Awesome restaurant, with good friend and a friendly staff. Sunny, the manager, takes good care of his customers and enjoys making sure everyone feels at home in Kathmandu.",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed May 10, 2018 ",Warm and friendly,"The staff was incredibly good, warm and welcoming. The food is awesome, my favourite Masala Tea in town.
Thank you, Sunny and the rest of the team! May your business prosper!",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed May 9, 2018 ","Wonderful place for tea, food or to stay","I was in Nepal after the earthquake, we met here every day to gather people to go and help with clearing rubble from homes and The Monkey Temple. Every day the tea was delicious and Sunny delivered it quickly and with genuine love. I stayed...the night here, the hotel was clean and comfortable and the staff was friendly. This is a wonderful place in every way I interacted with it.More",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed May 7, 2018 ",A peaceful place in busy Thamel,"A peaceful place in busy Thamel. Nice and friendly waiters and owner. Good food for breakfast, lunch or dinner.",5
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed March 19, 2018 ",Classic tourist restaurant.,Extensive menu but overpriced.  Popular with trekking groups.  Live folk music. Central location.  Service can be slow at busy times.,3
"PILGRIMS GARDEN RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Italian, Chinese, American, Indian, European, Asian","Reviewed February 7, 2018 ",Very good coffee,"They serve a very good cup of coffee here. The garden is pleasant and though I don't often eat here, I had dinner here a couple of days ago with some friends and was very happy with the food too. Two of us had chicken...with spinach and rice/chapati that was very nice and my friend's steak looked very good and makes me think I will go for this next time I'm here.More",4
"BLACK OLIVES CAFE AND BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options",Reviewed 4 days ago ,Great place to eat in Kathmandu. ,Our favourite restaurant in Kathmandu. Food and atmosphere were amazing. Very fair prices and friendly customer service. I can highly recommend this place.,5
"BLACK OLIVES CAFE AND BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed May 22, 2023 ",Definite tourist spot,"Very popular with tourist groups 
Good choice of meals Western and Asian and daily specials 
Staff very happy to swap chips and salad for veg and mash. 
Vege burger nice with fresh veg, food hot.
Chicken Kiev was nice served with mash and veg, lovely...baby asparagus 
Nice outdoor courtyard area
Staff not clear about wine options available we had to ask at the bar even then we were given glasses of Chardonnay instead of sav Blanc 
Wine 600 rupees a glass not the cheapest eitherMore",4
"BLACK OLIVES CAFE AND BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed April 27, 2023 ",Awesome Dining experience to end a busy day of sightseeing...,"If you are looking for a  place to dine in Kathmandu that has lovely ambience, friendly service and top class food then this is it. Don't miss adding dinner at Black Olives to your Kathmandu Itinerary. We ended up visiting them for 2 nights in...our 4 day stay...More",5
"BLACK OLIVES CAFE AND BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed March 19, 2023 ",Dinner in Thamel,"Cute little restaurant in Thamel, Nepal. Just strolling around, and I happen to see this restaurant. The staff greeted me and asked where I would want to sit. Outside seating was ok. I had the spaghetti bolognese and masala tea. The disk was good, but...the tea was soothing for my jet lag. Reasonable price for the food/tea.More",4
"BLACK OLIVES CAFE AND BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed December 15, 2022 ",Wonderful restaurant with delicious food ,"We had dinner in your nice and cosy restaurant, outside near the fire, two people from Switzerland and France! We both enjoyed the delicious food very much and were happy with the kind and decent service of the staff as well as the nice setting.",5
"BLACK OLIVES CAFE AND BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed November 18, 2022 ",A real gem of a place,"I popped in late lunch and had a couple of starters, chilli chips and Beef chilli.  The food and hospitality was absolutely fantastic, such a friendly place.  I think the Gorkha Cappuccino was a special just for me, which was very welcome after trekking in...the Himalaya for 3 weeks.More",5
"BLACK OLIVES CAFE AND BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed November 16, 2022 ",Great Sangria,"Visited Black olives with a friend for a couple of drinks. The ambiance is outdoorsy which is what I usually prefer. The vibe was good. Service is ok and can be improved. The waiters are really sweet but lack training. 

We had a couple of...sangria and Bailey, which was made well and nice blend. For munching we had Chilly Fries, which tasted really good with the right amount of spices.

Nice place for a candle lit dinner.

 PS: they show extra warmth if you are a foreigner. Locals + Browns they don't care much. Nepalis weren't like this but things are changing!More",4
