Name,Cusine,Date,Quote,Detail Review,Rating
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed August 29, 2016 ",Good resturant,This restaurant is very good and the food quality is also good and one thing that the hotel is very clean.,5.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed August 29, 2016 ",outscar,the resturant i located at the rajarat new toe thera are many good facilites the best part of all the thing is that we get it open all the time in the day and the food here is very delicious and cheap,5.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed September 1, 2015 ",biryani,The food was really good..specially the biryani. even the sweet dish was good. the biryani is a must try,5.00
"SONIBHOJNALAYA, New Delhi - Chandni Chowk - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed July 31, 2019 ",Nice Qulaity Food,Sonibhojnalaya offers really a nice quality food. The place is very nice and quality of service is very good.,5.00
"SONIBHOJNALAYA, New Delhi - Chandni Chowk - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed December 14, 2017 ",good budget restaurant,i visit delhi every month and i tried many restaurants in delhi. this march i go to soni bhojanalya and it was great. fast service and price was in budget. daal was spicy and chapati was good.,5.00
"SONIBHOJNALAYA, New Delhi - Chandni Chowk - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed February 17, 2017 ",A very nice pure veg resturant ,"In delhi  you will get a lot of resturants but few of them are good . The SONI BHOJANALAYA FATEHPURI-fatehpuri -near  vaishnav hotel  a very good resturant -family environment 
Hygienic well cooked food as we eat in our home and well behaved waiter and the...owner .
I eat here from a long time and I find the same quality always .
I  suggest Sony bhojanalaya to the food lovers .More",5.00
"SONIBHOJNALAYA, New Delhi - Chandni Chowk - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed January 6, 2017 ",very simple,they serve very simple home like food.  each dish is full of desi ghee with nice variety of food.  you can try thali.,4.00
"SANGEETHA OKADEY'S, Chennai (Madras) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed January 30, 2020 ",Very nice place to dine,Excellent food served with a very good ambience. Had a bit of waiting time even on a monday. Orders too took a bit of time but the taste was good. Could not said as cheap or too costly.,4.00
"SANGEETHA OKADEY'S, Chennai (Madras) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed January 14, 2019 ","Okadey Sangeetha Veg resturant a cool 
Ac resturant in RA puram in Chennai.
","To all my foodie friends out there living in Chennai or visiting Chennai India let me tell 
You one thing that's an absolute truth .

You want to enjoy a great authentic  South Indian in Chennai nothing can beat your home food served steaming hot...by your mother tender and loving care with me probably being the next best chef in my family .

Guess what the next best place in my view after eating out in many top restaurants around my City for years ,we have homed on to Okadey Sangeetha Resturant on  ,3rd Cross Rd, Govindaswamy Nagar, Raja Annamalai Puram, Chennai, Tamil Nadu 600028 when ever we decide not to cook at home and our Sunday breakfast for years 
Has been at this Okadeys .

Their meal whether it be breakfast lunch snack or a dinner is great served hot and 
Always leaves one with a great after taste. 
That in my view is a great compliment to an eatery. 

Its a Cozy and casual great vegetarian option next best to your home food served with great courtesy by very friendly staff headed by Mr Sridhar Manager ,who spends more time at this  restaurant ,than his home  and is still happily married .He knows most of their usual customers pretty well .

The food served here is very safe for kids and is a  good place for casual group meetings over breakfast especially  for morning fitness freaks with a cover of 120+ 

Although it's a multi cuisine resturant we honestly stick to South Indian breakfast and 
South Indian Thali. Jain food option is available on Sundays. It's open from 8 am to 11 pm on all days 

It also boasts of  a small hall to host a small  party .

All major credit cards are accepted and does have a parking facility for few cars .

Their prices are very reasonable for dining on comfort .

Try out this if you haven't and I am sure you will keep going there again and again.Its the positive energy of this place .!

Address 
No 10/2, 4th Main road, 3rd cross, R.A puram,
Chennai -28
Telephone
044 - 24643898 / 24935879More",5.00
"SANGEETHA OKADEY'S, Chennai (Madras) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed October 23, 2017 ",Nice veg meal - great value,"8 of us ate here for less than Rps2000 - tandori mushrooms were very good, great nans, other veg dishes also very good",4.00
"SANGEETHA OKADEY'S, Chennai (Madras) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed April 2, 2017 ","Nice hot idli, dosai and vadai - good breakfast option.","Was there for breakfast recently with a few friends. Compared to the Adayar Sangeetha, it was surprisingly not crowded at 8:45 AM - though it was full by 9:30 but no one was waiting.

Service was prompt and courteous, food was served piping hot and...the staff were ready with the extra sambar when needed.

The usual suspects - idli, vadai, dosai & coffee were ordered. The accompanying sambar and chutney was as expected from Sangeetha both fresh and tasty.

Prices are reasonable and oh - this was the AC section. They have a non-AC section as well.

The vadai was especially good - crispy and not yet not too oily.More",4.00
"SANGEETHA OKADEY'S, Chennai (Madras) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed February 23, 2017 ",Good place !,We went to Sangeetha Okadeys last night for dinner. We had heard about this place and had passed by seeing it many times. It is a nice to go and the dosas are really good. Well worth a visit.,4.00
"SANGEETHA OKADEY'S, Chennai (Madras) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed September 16, 2015 ",Cousins meet,A nice fine dining by Sangeeta. Authentic south indian and fairly good north Indian dishes . Reasonably priced and quick service.,4.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed September 30, 2019 ",Thali system,Unlimited food with lots of variety to eat. Fast service and real authentic taste is plus key for this place.,5.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 21, 2018 ",It has now been closed,"Last time I visited this place in Nov 2017, now I tried to find deal for this again, but I have been told that this restaurant in closed. Reasons remains untold.....",4.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed July 22, 2018 ",Just like Rajdhani express its standard also has gone down,"It was lacklustre food combined with poor service that spoiled our outing. The Vaishali, Ghaziabad outlet is  not worth visiting as compare to its Delhi outlets.",3.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed January 26, 2018 ",Food and ambiance is good,"As I stay in Mahagun Hotel, I frequently visit Rajdhani for dinner. The place and food both are good. Satisfactory .",5.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 22, 2017 ",Thali,In this restaurant Rajasthani and Gujrati Thali's are available with many varieties. Good place to go for lunch/dinner with family/friends. Ambiance and staff behavior is good. It is located at the food court in Mahagun Metro Mall.,3.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 2, 2017 ",Unhygienic food...worst culinary experience  ,"Today I went  to Rajadhani vaishali Ghaziabad  Mahagun metro mall. I was served stale food which was absolutely tasteless . Serving cherry on the top was our desserts in which we were served a rasgulla with a honeybee inside it. Must say it was my...was worst culinary experience ever. I was not offered any apologies from the management and was charged in full. 
Must say this is not what rajdhani has stood for over the years.More",1.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed September 14, 2017 ",Good Food ,"It's nice traditional food with style , must visit place for foodies. You will enjoy service & variety of food",4.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed May 31, 2017 ",Super food,"Quite happy with the food & the quantities. If you want an authentic experience, with great Rajasthani & Gujarati food, go here.Located in a mall, its centrally located. If you're really hungry, this is the best place! normal food.The variety of food items were adequate...however the taste wasn't very great and could have been better. The preparation could have been more authentic.More",4.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 18, 2017 ",Variety is good but taste isn't as expected,"The place is good but the taste isn't all that great. Some items were very nice like pooran poli, daal baati etc. but most of the veggies could've been better. Worth one visit.",3.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed March 5, 2017 ",Taste of Rajasthan,"I love this place for amazing taste of Gujrati food. If you have never tried Gujrati food, this is the place you must go for. They may have Rajasthani food too but haven't tried. They serve you unlimited food in one thali so go empty...stomach.More",5.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed February 2, 2017 ",typical Rajshtani thali,"you can eat a nice rajshthani thali if you love that kind of food , i love most the khichri and chaach served there",3.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 6, 2016 ",Very good place to eat,"It's a very good place to eat perfectly enjoyed over there , it have all variety of food in a single place",5.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed September 27, 2016 ","Good one, specially for peoples like authentic Rajasthani and Gujrati Food",Good one for peoples love veg foods and love rajisthani and marwari foods. But they could improve to add some more authentic veg dishes. But over all Rajdhani is good one.,4.00
"RAJDHANI, Ghaziabad - Restaurant Reviews & Photos - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed August 24, 2016 ",Birthday celebrations,Food lovers of Northern India the chain of Rajdhani is awesome.Dishes are purely authentic and are presented so nicely.,5.00
